case_id,cnr_number,district,court_type,case_type,case_subtype,acts_and_sections,case_status,filed_date,last_hearing_date,petitioner_status,number_of_petitioners,number_of_respondents,petitioner_has_legal_aid,is_government_litigant,judge_id,judge_efficiency_score,evidence_complexity_score,is_bailable,fir_number,undertrial_duration_months,dispute_value_inr,is_commercial_dispute,case_age_days,adjournments_count,priority_score
CASE20250566,KA7205-586124-2016,Karnal,District Court,Civil,Contract Breach,Civil Procedure Code,Evidence,07-02-2024,21-09-2025,Normal,3,3,TRUE,FALSE,JUDGE-18,0.982453115,7,,,0,2453386,FALSE,612,53,22.69
CASE20250567,KA9107-846822-2023,Madhyamgram,District Court,Civil,Eviction,Civil Procedure Code,Evidence,18-11-2022,22-09-2024,Normal,1,5,TRUE,FALSE,JUDGE-16,0.919818682,10,,,0,56846,FALSE,1058,24,19.45
CASE20250568,KA5903-541763-2022,Firozabad,High Court,Criminal,Theft,IPC 420,Evidence,30-03-2014,10-08-2015,Normal,5,7,FALSE,FALSE,JUDGE-8,1.203428678,1,Bailable,FIR-761/2025,0,,FALSE,4213,46,39.3
CASE20250569,KA6004-337400-2018,Latur,District Court,Civil,Eviction,Civil Procedure Code,Arguments,17-08-2015,12-03-2017,Normal,2,1,TRUE,FALSE,JUDGE-16,0.919818682,4,,,0,1034673,FALSE,3708,21,33.3
CASE20250570,KA4708-609851-2019,Durgapur,District Court,Commercial,Shareholder Dispute,"Companies Act, 2013",Evidence,30-09-2016,20-01-2017,Normal,5,2,FALSE,TRUE,JUDGE-18,0.982453115,3,,,0,26213204,TRUE,3298,37,55.03
CASE20250571,KA3308-611979-2024,Ambarnath,District Court,Civil,Tort Claim,Civil Procedure Code,Arguments,13-12-2016,27-04-2018,Normal,5,7,TRUE,FALSE,JUDGE-6,0.824435775,9,,,0,1436803,FALSE,3224,16,31.38
CASE20250572,KA3408-350563-2017,Nagercoil,District Court,Commercial,Shareholder Dispute,"Companies Act, 2013",Pleadings,13-11-2013,26-04-2015,Normal,5,1,FALSE,FALSE,JUDGE-10,0.874007546,7,,,0,91549883,TRUE,4350,32,53.1
CASE20250573,KA6302-704182-2012,Muzaffarnagar,High Court,Criminal,Cybercrime,IPC 420,Evidence,28-06-2013,19-05-2014,Normal,2,7,FALSE,FALSE,JUDGE-16,0.919818682,1,Non-Bailable,FIR-301/2025,0,,FALSE,4488,59,50.5
CASE20250574,KA5708-477824-2021,Bokaro,District Court,Commercial,Insolvency,"Companies Act, 2013",Arguments,04-08-2022,26-10-2022,Undertrial,3,1,TRUE,FALSE,JUDGE-6,0.824435775,8,,,0,19854442,TRUE,1164,40,63.57
CASE20250575,KA6104-865410-2020,Nangloi Jat,District Court,Criminal,Assault,POCSO Act,Evidence,22-08-2021,02-03-2023,Normal,1,3,FALSE,TRUE,JUDGE-7,1.023783949,4,Bailable,FIR-280/2025,0,,FALSE,1511,58,32.35
CASE20250576,KA5608-901541-2015,Shahjahanpur,District Court,Commercial,Intellectual Property,"Companies Act, 2013",Summons,13-03-2011,15-04-2011,Normal,2,2,FALSE,FALSE,JUDGE-3,1.394636182,9,,,0,8377598,TRUE,5326,28,51.75
CASE20250577,KA3104-900871-2017,Adoni,High Court,Criminal,Dowry,POCSO Act,Arguments,28-01-2023,02-09-2023,Normal,1,7,TRUE,FALSE,JUDGE-5,1.277799327,8,Bailable,FIR-363/2025,0,,FALSE,987,2,11.36
CASE20250578,KA8609-858473-2018,Aizawl,High Court,Property,Title Dispute,Civil Procedure Code,Summons,12-02-2018,28-12-2019,Senior Citizen,2,3,FALSE,FALSE,JUDGE-9,0.857957551,2,,,0,2489243,FALSE,2798,23,42.06
CASE20250579,KA1801-827972-2010,Madhyamgram,High Court,Criminal,Assault,POCSO Act,Arguments,24-08-2015,14-04-2016,Corporation,3,1,FALSE,FALSE,JUDGE-10,0.874007546,7,Bailable,FIR-999/2025,0,,FALSE,3701,33,38.4
CASE20250580,KA2109-527383-2013,Dehri,High Court,Civil,Contract Breach,Civil Procedure Code,Evidence,08-01-2017,30-05-2018,Normal,3,1,FALSE,TRUE,JUDGE-13,1.153669741,4,,,0,3751349,FALSE,3198,0,28.9
CASE20250581,KA8208-164345-2017,Ambarnath,District Court,Civil,Eviction,Civil Procedure Code,Arguments,15-07-2023,31-05-2024,Normal,2,2,TRUE,FALSE,JUDGE-5,1.277799327,8,,,0,4713390,FALSE,819,57,24.61
CASE20250582,KA1406-369437-2017,Bhilwara,High Court,Civil,Contract Breach,Civil Procedure Code,Evidence,15-05-2020,04-12-2020,Normal,5,4,FALSE,FALSE,JUDGE-14,1.482045073,2,,,0,3209251,FALSE,1975,55,29.53
CASE20250583,KA9107-822299-2024,Burhanpur,District Court,Criminal,Fraud,IPC 420,Evidence,03-03-2017,21-11-2017,Woman/Child,2,7,FALSE,FALSE,JUDGE-12,0.640932752,1,Non-Bailable,FIR-862/2025,0,,FALSE,3144,56,62.03
CASE20250584,KA7601-673698-2013,Kulti,District Court,Property,Title Dispute,Civil Procedure Code,Evidence,14-07-2011,23-08-2012,Woman/Child,1,4,FALSE,FALSE,JUDGE-3,1.394636182,10,,,0,1645294,FALSE,5203,74,60
CASE20250585,KA6706-180265-2015,Bidar,District Court,Civil,Land Dispute,Civil Procedure Code,Order Pending,15-06-2025,01-03-2026,Normal,1,1,FALSE,TRUE,JUDGE-4,0.735865936,4,,,0,2490337,FALSE,118,29,16.51
CASE20250586,KA6401-215186-2022,Karaikudi,District Court,Civil,Eviction,Civil Procedure Code,Summons,01-06-2012,18-01-2014,Normal,5,6,FALSE,FALSE,JUDGE-1,0.940730844,1,,,0,248148,FALSE,4880,4,26.7
CASE20250587,KA3007-407962-2011,Rohtak,Magistrate Court,Commercial,Intellectual Property,"Companies Act, 2013",Evidence,05-10-2015,11-06-2016,Normal,4,5,FALSE,FALSE,JUDGE-18,0.982453115,1,,,0,47619536,TRUE,3659,55,55.5
CASE20250588,KA3402-941324-2013,Kozhikode,District Court,Family,Divorce,Civil Procedure Code,Arguments,24-12-2019,04-05-2021,Normal,4,3,FALSE,FALSE,JUDGE-4,0.735865936,1,,,0,0,FALSE,2118,15,19.51
CASE20250589,KA7003-746960-2020,Dhanbad,District Court,Criminal,Fraud,NDPS Act,Evidence,18-07-2018,26-06-2020,Senior Citizen,4,2,FALSE,FALSE,JUDGE-16,0.919818682,5,Non-Bailable,FIR-935/2025,0,,FALSE,2642,3,46.5
CASE20250590,KA6102-395832-2022,Kulti,Magistrate Court,Family,Maintenance,Civil Procedure Code,Summons,03-07-2023,01-02-2024,Corporation,5,6,FALSE,FALSE,JUDGE-8,1.203428678,8,,,0,0,FALSE,831,4,10.89
CASE20250591,KA8308-627960-2011,Bhind,District Court,Civil,Contract Breach,Civil Procedure Code,Summons,14-11-2010,01-02-2012,Corporation,1,6,FALSE,FALSE,JUDGE-16,0.919818682,4,,,0,2783246,FALSE,5445,50,42
CASE20250592,KA7206-220307-2010,Bhiwandi,High Court,Commercial,Intellectual Property,"Companies Act, 2013",Arguments,24-08-2019,30-12-2019,Undertrial,4,5,TRUE,FALSE,JUDGE-20,0.760254494,1,,,0,32880564,TRUE,2240,57,70.84
CASE20250593,KA1709-142520-2020,Jamnagar,District Court,Criminal,Fraud,POCSO Act,Order Pending,12-02-2017,27-01-2018,Normal,5,1,FALSE,TRUE,JUDGE-10,0.874007546,10,Bailable,FIR-326/2025,0,,FALSE,3163,33,41.56
CASE20250594,KA9201-395234-2016,Adoni,District Court,Criminal,Fraud,POCSO Act,Arguments,09-01-2017,14-08-2018,Normal,4,2,FALSE,FALSE,JUDGE-18,0.982453115,9,Bailable,FIR-829/2025,0,,FALSE,3197,53,41.4
CASE20250595,KA9707-254578-2020,Machilipatnam,District Court,Criminal,Theft,POCSO Act,Pleadings,01-01-2021,04-02-2021,Woman/Child,2,2,TRUE,FALSE,JUDGE-7,1.023783949,9,Bailable,FIR-202/2025,0,,FALSE,1744,65,46.45
CASE20250596,KA3407-932519-2021,Chinsurah,Magistrate Court,Commercial,Intellectual Property,"Companies Act, 2013",Summons,19-10-2014,08-03-2015,Normal,2,6,FALSE,FALSE,JUDGE-6,0.824435775,8,,,0,73812767,TRUE,4010,48,58.4
CASE20250597,KA7904-513857-2023,Berhampore,High Court,Civil,Contract Breach,Civil Procedure Code,Order Pending,17-03-2012,10-03-2014,Senior Citizen,3,4,FALSE,TRUE,JUDGE-20,0.760254494,8,,,0,3741868,FALSE,4956,31,58.3
CASE20250598,KA4409-812092-2016,Farrukhabad,District Court,Civil,Contract Breach,Civil Procedure Code,Evidence,03-12-2014,27-10-2016,Corporation,3,3,TRUE,FALSE,JUDGE-11,0.648393063,1,,,0,2781978,FALSE,3965,55,40.5
CASE20250599,KA1109-514086-2017,Kurnool,High Court,Criminal,Fraud,NDPS Act,Arguments,07-09-2011,06-10-2012,Woman/Child,2,1,FALSE,FALSE,JUDGE-5,1.277799327,2,Bailable,FIR-275/2025,0,,FALSE,5148,9,43.7
CASE20250600,KA6302-178394-2012,Agartala,District Court,Commercial,Shareholder Dispute,"Companies Act, 2013",Arguments,27-02-2014,29-10-2014,Undertrial,2,6,TRUE,FALSE,JUDGE-19,1.403128866,5,,,0,47701606,TRUE,4244,4,68.7
CASE20250601,KA3502-573933-2019,Kollam,High Court,Commercial,Shareholder Dispute,"Companies Act, 2013",Evidence,07-07-2021,25-10-2022,Normal,4,3,FALSE,FALSE,JUDGE-20,0.760254494,10,,,0,10247536,TRUE,1557,31,38.99
CASE20250602,KA9103-620946-2020,Siwan,High Court,Commercial,Shareholder Dispute,"Companies Act, 2013",Order Pending,02-03-2013,13-10-2014,Normal,3,1,FALSE,TRUE,JUDGE-9,0.857957551,7,,,0,22901050,TRUE,4606,65,63.22
CASE20250603,KA7804-276362-2014,Motihari,District Court,Criminal,Cybercrime,NDPS Act,Pleadings,18-02-2016,11-04-2016,Senior Citizen,3,1,TRUE,FALSE,JUDGE-7,1.023783949,1,Non-Bailable,FIR-391/2025,0,,FALSE,3523,31,58.93
CASE20250604,KA6506-149526-2022,Haldia,High Court,Criminal,Assault,NDPS Act,Arguments,27-07-2022,11-09-2022,Undertrial,4,3,FALSE,FALSE,JUDGE-19,1.403128866,6,Bailable,FIR-293/2025,20,,FALSE,1172,45,57.86
CASE20250605,KA6201-863088-2015,Ludhiana,District Court,Criminal,Dowry,IPC 302,Evidence,02-08-2025,19-04-2026,Undertrial,4,5,FALSE,TRUE,JUDGE-6,0.824435775,5,Bailable,FIR-50/2025,1,,FALSE,70,12,37
CASE20250606,KA6106-146078-2022,Kollam,District Court,Commercial,Intellectual Property,"Companies Act, 2013",Evidence,20-03-2019,20-08-2020,Normal,5,7,FALSE,FALSE,JUDGE-16,0.919818682,5,,,0,6017668,TRUE,2397,5,33.98
CASE20250607,KA3709-609455-2012,Loni,District Court,Criminal,Dowry,NDPS Act,Arguments,03-11-2010,07-12-2011,Normal,5,5,FALSE,FALSE,JUDGE-8,1.203428678,6,Bailable,FIR-526/2025,0,,FALSE,5456,62,43
CASE20250608,KA6006-685571-2020,Howrah,District Court,Commercial,Intellectual Property,"Companies Act, 2013",Evidence,03-01-2024,01-11-2024,Normal,4,1,FALSE,FALSE,JUDGE-15,0.60039864,9,,,0,66747682,TRUE,647,52,38.93
CASE20250609,KA1602-922588-2017,Moradabad,Magistrate Court,Family,Divorce,Civil Procedure Code,Evidence,03-11-2011,21-02-2012,Normal,3,7,FALSE,FALSE,JUDGE-1,0.940730844,7,,,0,0,FALSE,5091,11,31.8
CASE20250610,KA1905-417026-2015,Kumbakonam,District Court,Criminal,Assault,POCSO Act,Evidence,09-11-2024,07-05-2025,Normal,3,1,FALSE,FALSE,JUDGE-11,0.648393063,8,Non-Bailable,FIR-173/2025,0,,FALSE,336,44,29.5
CASE20250611,KA6403-534615-2014,Akola,District Court,Civil,Tort Claim,Civil Procedure Code,Evidence,03-10-2019,30-05-2020,Normal,3,7,FALSE,FALSE,JUDGE-3,1.394636182,1,,,0,3525572,FALSE,2200,69,30.57
CASE20250612,KA9408-176224-2023,Rewa,District Court,Criminal,Cybercrime,IPC 302,Arguments,19-11-2019,29-05-2021,Normal,5,5,FALSE,FALSE,JUDGE-18,0.982453115,9,Non-Bailable,FIR-267/2025,0,,FALSE,2153,7,31.35
CASE20250613,KA8509-581056-2016,Chinsurah,District Court,Criminal,Theft,POCSO Act,Summons,09-12-2014,26-01-2016,Normal,4,4,FALSE,FALSE,JUDGE-6,0.824435775,9,Bailable,FIR-191/2025,0,,FALSE,3959,69,44.5
CASE20250614,KA3506-132742-2023,Ajmer,Magistrate Court,Family,Maintenance,Civil Procedure Code,Evidence,10-01-2018,13-05-2019,Normal,3,5,FALSE,FALSE,JUDGE-7,1.023783949,9,,,0,0,FALSE,2831,60,38.89
CASE20250615,KA8607-387657-2017,Shahjahanpur,District Court,Criminal,Theft,NDPS Act,Summons,20-03-2014,14-12-2014,Normal,2,6,FALSE,TRUE,JUDGE-3,1.394636182,4,Non-Bailable,FIR-724/2025,0,,FALSE,4223,47,56.1
CASE20250616,KA1004-357340-2021,Chandigarh,District Court,Criminal,Theft,NDPS Act,Evidence,20-02-2019,26-06-2019,Corporation,3,6,FALSE,FALSE,JUDGE-2,1.372803497,2,Bailable,FIR-432/2025,0,,FALSE,2425,42,30.21
CASE20250617,KA9106-257953-2011,Madhyamgram,District Court,Criminal,Cybercrime,IPC 302,Evidence,27-11-2024,05-09-2026,Undertrial,5,4,FALSE,FALSE,JUDGE-19,1.403128866,4,Non-Bailable,FIR-670/2025,7,,FALSE,318,64,57.09
CASE20250618,KA6605-783668-2012,Amroha,District Court,Criminal,Assault,IPC 302,Summons,18-06-2016,28-12-2016,Normal,5,2,FALSE,FALSE,JUDGE-20,0.760254494,10,Non-Bailable,FIR-378/2025,0,,FALSE,3402,4,39.5
CASE20250619,KA3205-329940-2015,Gorakhpur,District Court,Criminal,Dowry,IPC 420,Evidence,22-08-2013,10-01-2014,Normal,4,5,FALSE,FALSE,JUDGE-14,1.482045073,3,Non-Bailable,FIR-998/2025,0,,FALSE,4433,4,37.7
CASE20250620,KA3908-323840-2020,Rajahmundry,District Court,Criminal,Assault,IPC 420,Arguments,12-03-2018,10-07-2019,Corporation,3,5,FALSE,FALSE,JUDGE-3,1.394636182,1,Non-Bailable,FIR-432/2025,0,,FALSE,2770,24,36.67
CASE20250621,KA8208-977136-2022,Pune,High Court,Commercial,Insolvency,"Companies Act, 2013",Order Pending,08-01-2013,17-09-2013,Normal,5,5,TRUE,FALSE,JUDGE-14,1.482045073,2,,,0,84883418,TRUE,4659,21,47.3
CASE20250622,KA4207-875571-2021,Thoothukudi,High Court,Commercial,Insolvency,"Companies Act, 2013",Arguments,29-09-2017,08-07-2019,Corporation,5,6,FALSE,FALSE,JUDGE-2,1.372803497,10,,,0,93097769,TRUE,2934,13,44
CASE20250623,KA3907-731368-2010,Purnia,Magistrate Court,Criminal,Cybercrime,NDPS Act,Summons,22-05-2012,09-06-2013,Normal,5,3,FALSE,FALSE,JUDGE-8,1.203428678,10,Bailable,FIR-790/2025,0,,FALSE,4890,64,45
CASE20250624,KA6601-655906-2022,Farrukhabad,District Court,Civil,Contract Breach,Civil Procedure Code,Summons,07-07-2017,31-10-2018,Normal,3,5,TRUE,TRUE,JUDGE-8,1.203428678,6,,,0,2445560,FALSE,3018,23,35.57
CASE20250625,KA3107-420031-2019,Patiala,High Court,Commercial,Shareholder Dispute,"Companies Act, 2013",Arguments,10-06-2025,02-01-2026,Normal,3,1,FALSE,FALSE,JUDGE-20,0.760254494,9,,,0,42911314,TRUE,123,64,35.34
CASE20250626,KA4404-244276-2014,Kakinada,District Court,Family,Maintenance,Civil Procedure Code,Summons,05-11-2019,21-04-2020,Normal,3,1,TRUE,FALSE,JUDGE-5,1.277799327,2,,,0,0,FALSE,2167,31,25.14
CASE20250627,KA7008-439207-2019,Tirunelveli,District Court,Civil,Tort Claim,Civil Procedure Code,Evidence,01-03-2017,05-08-2017,Undertrial,4,5,FALSE,FALSE,JUDGE-7,1.023783949,9,,,0,744951,FALSE,3146,18,56.45
CASE20250628,KA7701-443503-2023,Etawah,District Court,Criminal,Cybercrime,IPC 420,Evidence,17-08-2025,09-11-2025,Normal,1,5,FALSE,FALSE,JUDGE-2,1.372803497,8,Bailable,FIR-935/2025,0,,FALSE,55,71,19.38
CASE20250629,KA5808-406561-2016,Phagwara,High Court,Family,Child Custody,Civil Procedure Code,Summons,08-08-2024,01-05-2025,Corporation,5,2,FALSE,FALSE,JUDGE-8,1.203428678,9,,,0,0,FALSE,429,56,22.44
CASE20250630,KA3404-780517-2024,Shimla,Magistrate Court,Criminal,Dowry,POCSO Act,Pleadings,27-07-2014,24-12-2015,Undertrial,5,2,FALSE,TRUE,JUDGE-9,0.857957551,9,Bailable,FIR-705/2025,77,,FALSE,4094,5,71
CASE20250631,KA5901-682619-2023,Noida,District Court,Criminal,Fraud,POCSO Act,Pleadings,23-01-2012,14-09-2013,Normal,2,5,FALSE,FALSE,JUDGE-10,0.874007546,5,Non-Bailable,FIR-28/2025,0,,FALSE,5010,56,52.5
CASE20250632,KA4605-770098-2015,Bhimavaram,District Court,Criminal,Cybercrime,IPC 420,Arguments,30-01-2016,08-07-2017,Normal,5,4,FALSE,FALSE,JUDGE-5,1.277799327,3,Bailable,FIR-941/2025,0,,FALSE,3542,13,29.66
CASE20250633,KA8601-957598-2015,Tiruchirappalli,District Court,Civil,Eviction,Civil Procedure Code,Summons,18-03-2024,09-08-2025,Undertrial,3,3,FALSE,FALSE,JUDGE-12,0.640932752,4,,,0,2714984,FALSE,572,39,42.62
CASE20250634,KA7605-942211-2013,Rohtak,Magistrate Court,Criminal,Assault,IPC 420,Evidence,08-09-2015,06-11-2015,Normal,4,7,TRUE,TRUE,JUDGE-9,0.857957551,6,Non-Bailable,FIR-787/2025,0,,FALSE,3686,6,44.8
CASE20250635,KA3309-589566-2017,Munger,District Court,Civil,Tort Claim,Civil Procedure Code,Pleadings,16-07-2013,29-05-2015,Normal,4,5,FALSE,FALSE,JUDGE-5,1.277799327,8,,,0,3743284,FALSE,4470,43,41.9
CASE20250636,KA6507-277046-2023,Kumbakonam,District Court,Property,Inheritance,Civil Procedure Code,Evidence,10-02-2020,09-11-2020,Normal,1,6,FALSE,FALSE,JUDGE-6,0.824435775,8,,,0,475469,FALSE,2070,8,20.58
CASE20250637,KA4002-624923-2013,Jamshedpur,District Court,Family,Maintenance,Civil Procedure Code,Summons,02-01-2025,14-08-2025,Normal,4,1,FALSE,FALSE,JUDGE-19,1.403128866,5,,,0,0,FALSE,282,12,8.03
CASE20250638,KA8202-769031-2019,Maheshtala,High Court,Civil,Contract Breach,Civil Procedure Code,Evidence,16-07-2011,11-07-2012,Normal,3,6,FALSE,FALSE,JUDGE-12,0.640932752,4,,,0,4134469,FALSE,5201,20,33
CASE20250639,KA6608-767869-2015,Patna,District Court,Criminal,Assault,POCSO Act,Evidence,06-04-2022,28-07-2023,Normal,2,3,TRUE,TRUE,JUDGE-2,1.372803497,9,Non-Bailable,FIR-366/2025,0,,FALSE,1284,3,29.19
CASE20250640,KA8405-155601-2011,Chandrapur,District Court,Criminal,Fraud,POCSO Act,Evidence,06-12-2011,14-09-2013,Woman/Child,3,1,FALSE,FALSE,JUDGE-11,0.648393063,2,Non-Bailable,FIR-405/2025,0,,FALSE,5058,64,66
CASE20250641,KA8607-556835-2013,Raiganj,District Court,Civil,Land Dispute,Civil Procedure Code,Summons,30-07-2025,17-01-2027,Normal,1,2,FALSE,FALSE,JUDGE-2,1.372803497,3,,,0,3511859,FALSE,73,53,17
CASE20250642,KA6205-753293-2013,Nanded,District Court,Family,Child Custody,Civil Procedure Code,Order Pending,09-06-2024,09-11-2025,Normal,5,7,FALSE,FALSE,JUDGE-10,0.874007546,5,,,0,0,FALSE,489,39,17.55
CASE20250643,KA1808-916964-2015,Mango,District Court,Criminal,Assault,IPC 302,Order Pending,17-11-2012,07-06-2013,Normal,5,2,TRUE,FALSE,JUDGE-2,1.372803497,9,Non-Bailable,FIR-837/2025,0,,FALSE,4711,65,54.5
CASE20250644,KA2301-531969-2021,Guntur,District Court,Criminal,Theft,IPC 420,Pleadings,19-06-2021,13-08-2022,Normal,3,4,TRUE,FALSE,JUDGE-13,1.153669741,9,Bailable,FIR-363/2025,0,,FALSE,1575,45,28.79
CASE20250645,KA9009-220580-2014,Bhubaneswar,District Court,Commercial,Insolvency,"Companies Act, 2013",Evidence,09-11-2016,18-08-2017,Normal,1,5,FALSE,FALSE,JUDGE-19,1.403128866,4,,,0,85132556,TRUE,3258,28,47.72
CASE20250646,KA8609-685478-2019,Amravati,District Court,Civil,Tort Claim,Civil Procedure Code,Evidence,15-08-2013,16-06-2014,Woman/Child,1,6,FALSE,TRUE,JUDGE-5,1.277799327,3,,,0,3653025,FALSE,4440,0,46.5
CASE20250647,KA2701-400450-2013,Ambala,High Court,Criminal,Fraud,POCSO Act,Summons,02-11-2020,26-09-2021,Senior Citizen,3,1,FALSE,TRUE,JUDGE-12,0.640932752,6,Non-Bailable,FIR-956/2025,0,,FALSE,1804,52,60.36
CASE20250648,KA9307-566962-2011,Pimpri-Chinchwad,District Court,Criminal,Dowry,IPC 302,Evidence,05-02-2017,24-07-2018,Normal,3,6,FALSE,FALSE,JUDGE-9,0.857957551,4,Bailable,FIR-599/2025,0,,FALSE,3170,47,37.81
CASE20250649,KA6608-671261-2010,Bhagalpur,High Court,Criminal,Assault,NDPS Act,Arguments,31-08-2022,26-06-2023,Normal,4,6,FALSE,FALSE,JUDGE-2,1.372803497,1,Non-Bailable,FIR-695/2025,0,,FALSE,1137,47,32.39
CASE20250650,KA3103-329863-2010,Ratlam,High Court,Commercial,Shareholder Dispute,"Companies Act, 2013",Arguments,28-12-2020,27-05-2022,Woman/Child,2,5,TRUE,FALSE,JUDGE-19,1.403128866,4,,,0,43164623,TRUE,1748,15,48.47
CASE20250651,KA9802-634371-2011,Tirupati,High Court,Criminal,Theft,IPC 420,Evidence,05-12-2019,18-06-2020,Corporation,3,2,FALSE,FALSE,JUDGE-4,0.735865936,6,Non-Bailable,FIR-656/2025,0,,FALSE,2137,10,30.64
CASE20250652,KA1706-227912-2013,Sri Ganganagar,District Court,Criminal,Theft,IPC 420,Arguments,26-06-2021,06-09-2021,Normal,4,2,FALSE,FALSE,JUDGE-15,0.60039864,4,Bailable,FIR-549/2025,0,,FALSE,1568,61,27.74
CASE20250653,KA7904-495818-2011,Bhatpara,District Court,Criminal,Cybercrime,POCSO Act,Order Pending,30-03-2023,04-07-2024,Normal,5,4,FALSE,FALSE,JUDGE-20,0.760254494,10,Bailable,FIR-704/2025,0,,FALSE,926,54,26.34
CASE20250654,KA4204-237908-2018,Khora ,District Court,Criminal,Cybercrime,NDPS Act,Order Pending,20-04-2025,14-01-2026,Undertrial,3,1,TRUE,TRUE,JUDGE-6,0.824435775,2,Non-Bailable,FIR-300/2025,3,,FALSE,174,25,50.94
CASE20250655,KA4605-493697-2017,Aligarh,District Court,Commercial,Shareholder Dispute,"Companies Act, 2013",Evidence,29-03-2019,20-06-2020,Normal,5,4,FALSE,FALSE,JUDGE-18,0.982453115,8,,,0,76419000,TRUE,2388,69,50.36
CASE20250656,KA7406-279450-2017,Jalna,District Court,Civil,Tort Claim,Civil Procedure Code,Summons,05-08-2025,18-05-2027,Senior Citizen,4,7,FALSE,FALSE,JUDGE-11,0.648393063,9,,,0,912013,FALSE,67,30,28.96
CASE20250657,KA8208-889565-2010,Baranagar,Magistrate Court,Civil,Land Dispute,Civil Procedure Code,Evidence,29-06-2024,25-11-2024,Undertrial,5,1,FALSE,FALSE,JUDGE-17,1.392299379,2,,,0,3836068,FALSE,469,22,35.81
CASE20250658,KA5009-490896-2010,Machilipatnam,High Court,Criminal,Cybercrime,NDPS Act,Evidence,07-12-2021,01-04-2022,Undertrial,5,5,FALSE,FALSE,JUDGE-1,0.940730844,2,Non-Bailable,FIR-183/2025,12,,FALSE,1404,2,51.22
CASE20250659,KA8505-568466-2018,Khandwa,District Court,Civil,Tort Claim,Civil Procedure Code,Evidence,11-03-2021,05-08-2022,Normal,3,4,FALSE,FALSE,JUDGE-12,0.640932752,7,,,0,1296181,FALSE,1675,11,18.27
CASE20250660,KA7509-138527-2016,Sambalpur,Magistrate Court,Criminal,Assault,POCSO Act,Summons,21-02-2018,27-04-2019,Normal,3,3,TRUE,TRUE,JUDGE-10,0.874007546,8,Non-Bailable,FIR-77/2025,0,,FALSE,2789,13,42
CASE20250661,KA5807-816827-2014,Bettiah,District Court,Family,Divorce,Civil Procedure Code,Arguments,29-05-2022,25-10-2022,Undertrial,5,2,FALSE,TRUE,JUDGE-4,0.735865936,6,,,0,0,FALSE,1231,48,55.83
CASE20250662,KA1302-986482-2013,South Dumdum,District Court,Criminal,Fraud,POCSO Act,Evidence,31-03-2018,26-10-2018,Undertrial,2,2,FALSE,FALSE,JUDGE-17,1.392299379,7,Non-Bailable,FIR-871/2025,20,,FALSE,2751,42,78.28
CASE20250663,KA3507-949234-2020,Ramgarh,District Court,Criminal,Dowry,NDPS Act,Evidence,31-07-2020,27-01-2021,Normal,3,6,TRUE,TRUE,JUDGE-11,0.648393063,9,Non-Bailable,FIR-440/2025,0,,FALSE,1898,48,46.9
CASE20250664,KA7708-949285-2015,Howrah,District Court,Criminal,Dowry,IPC 302,Evidence,30-04-2025,12-12-2025,Corporation,2,4,TRUE,FALSE,JUDGE-15,0.60039864,6,Non-Bailable,FIR-388/2025,0,,FALSE,164,58,29.12
CASE20250665,KA2309-162058-2013,Ballia,District Court,Criminal,Assault,POCSO Act,Evidence,26-05-2019,21-08-2020,Woman/Child,3,4,FALSE,FALSE,JUDGE-2,1.372803497,1,Non-Bailable,FIR-913/2025,0,,FALSE,2330,13,45.36
CASE20250666,KA7503-507237-2010,Pune,District Court,Property,Inheritance,Civil Procedure Code,Arguments,12-12-2022,28-09-2024,Normal,4,4,FALSE,FALSE,JUDGE-12,0.640932752,6,,,0,4482174,FALSE,1034,2,10.68
CASE20250667,KA3006-944396-2020,Gandhinagar,High Court,Criminal,Dowry,IPC 302,Summons,28-04-2011,22-06-2011,Normal,5,1,FALSE,FALSE,JUDGE-10,0.874007546,8,Bailable,FIR-178/2025,0,,FALSE,5280,51,44
CASE20250668,KA7105-692351-2012,Serampore,High Court,Civil,Eviction,Civil Procedure Code,Summons,03-04-2013,20-12-2014,Woman/Child,4,5,TRUE,FALSE,JUDGE-4,0.735865936,10,,,0,1331406,FALSE,4574,14,49.2
CASE20250669,KA8308-656789-2013,Katni,District Court,Family,Divorce,Civil Procedure Code,Arguments,23-06-2020,18-04-2021,Senior Citizen,1,4,TRUE,FALSE,JUDGE-2,1.372803497,2,,,0,0,FALSE,1936,16,34.06
CASE20250670,KA1304-410732-2023,Tadipatri,District Court,Civil,Contract Breach,Civil Procedure Code,Arguments,31-05-2021,07-04-2022,Normal,1,4,FALSE,TRUE,JUDGE-5,1.277799327,2,,,0,4718988,FALSE,1594,29,25.62
CASE20250671,KA3302-898954-2016,Karnal,District Court,Civil,Contract Breach,Civil Procedure Code,Arguments,28-10-2020,08-01-2022,Normal,2,2,FALSE,FALSE,JUDGE-10,0.874007546,1,,,0,4459737,FALSE,1809,19,18.59
CASE20250672,KA2905-302887-2010,Mau,High Court,Criminal,Fraud,POCSO Act,Evidence,22-07-2015,18-04-2017,Woman/Child,5,6,FALSE,FALSE,JUDGE-1,0.940730844,8,Bailable,FIR-714/2025,0,,FALSE,3734,66,59
CASE20250673,KA6603-827011-2014,Rajkot,High Court,Criminal,Theft,NDPS Act,Evidence,05-05-2022,07-12-2022,Normal,3,5,FALSE,FALSE,JUDGE-6,0.824435775,10,Bailable,FIR-596/2025,0,,FALSE,1255,33,23.5
